Year Built,Price_Eur,Length,Width,N. views last 7d
2002,465000.0,21.6,5.4,103
1985,95000.0,11.0,3.6,103
2006,70000.0,11.0,3.2,103
2018,145000.0,9.43,3.15,103
1979,62500.0,18.79,4.31,103
2010,460000.0,14.7,4.45,103
2018,14900.0,5.3,1.96,103
1997,107500.0,13.4,4.2,102
2007,440000.0,19.99,5.31,102
1998,99500.0,11.9,3.7,102
2008,590000.0,17.19,4.7,102
1978,16000.0,8.3,2.7,102
2004,210000.0,15.72,4.33,102
1976,43000.0,12.0,3.84,102
2015,339000.0,11.95,4.21,102
2014,680000.0,16.66,4.75,102
2020,7100000.0,28.96,6.58,102
2007,194900.0,12.0,3.0,102
2009,1275000.0,22.7,5.48,102
2005,87000.0,10.54,3.64,102
2010,270000.0,14.1,4.48,102
1992,44500.0,9.7,3.1,102
2005,385000.0,17.37,4.93,102
1994,44900.0,9.05,3.0,102
2020,26400.0,6.2,2.34,102
2020,600240.0,13.45,4.24,102
2019,29650.0,5.07,2.12,102
1997,29000.0,9.0,3.0,102
2004,86999.13,10.94,3.17,102
1987,215000.0,16.05,4.8,102
2019,238000.0,9.7,3.35,102
2019,172000.0,10.5,3.32,102
2017,595000.0,15.1,4.27,102
1974,120000.0,14.91,4.43,102
2019,4100000.0,24.64,5.74,102
2019,37000.0,6.43,2.52,102
2010,280000.0,14.63,4.27,102
2014,989000.0,19.39,5.0,102
1997,450000.0,24.15,5.9,102
1997,350000.0,24.9,6.09,102
2014,500250.0,15.79,4.3,102
1994,59900.0,11.75,3.5,102
2008,42500.0,8.0,2.5,102
2019,17700.0,6.2,2.18,102
2001,120000.0,15.34,4.25,102
2008,67500.0,9.0,3.0,102
2004,200000.0,15.49,4.22,102
2004,50000.0,10.31,3.2,102
2002,28000.0,7.5,2.5,102
1990,60000.0,9.2,3.2,102
1991,99000.0,14.1,4.3,102
2002,320000.0,19.93,5.08,102
2006,205000.0,13.0,4.05,102
2013,540000.0,14.98,4.8,102
2005,44800.0,9.5,3.0,102
2010,390000.0,20.11,5.08,102
2000,110000.0,13.25,3.94,102
2016,53000.0,7.64,2.66,102
2020,552000.0,13.79,3.64,102
2020,990000.0,15.2,4.43,102
2002,95000.0,12.39,3.7,102
2017,700000.0,15.19,4.5,102
2017,730000.0,16.2,4.46,102
2002,350000.0,17.75,4.93,102
1975,18000.0,9.3,2.8,102
2003,350000.0,17.0,4.75,102
1905,199500.0,18.5,4.52,102
2009,23000.0,6.42,2.42,101
2007,310000.0,17.4,4.8,101
1926,34500.0,15.53,2.7,101
1998,174500.0,14.5,4.25,101
1998,180000.0,15.4,4.65,101
2006,47500.0,7.43,2.95,101
2009,137000.0,11.92,3.89,101
2004,149000.0,13.16,3.84,101
2012,33000.0,7.23,2.78,101
2020,3252560.0,6.0,2.0,101
1995,220000.0,17.83,5.18,101
2019,2620000.0,23.75,6.6,101
2009,175000.0,12.0,4.05,101
2001,8950.0,5.5,2.8,101
1978,47500.0,12.0,3.65,101
2016,197000.0,10.94,3.31,101
2011,199000.0,13.22,4.41,101
2001,72900.0,11.25,3.54,101
2020,54370.0,5.94,2.54,101
2019,49099.0,5.99,2.49,101
2008,900000.0,23.05,5.5,101
2014,189000.0,10.98,4.0,101
1995,54500.0,9.7,3.5,101
2019,121900.0,7.85,2.49,101
2017,64000.0,7.99,2.8,101
1975,19500.0,8.2,3.1,101
2020,15500.0,5.7,2.18,101
2017,85000.0,8.26,2.95,101
2005,385000.0,18.45,4.85,101
2017,235000.0,11.7,3.53,101
2006,199000.0,12.57,4.7,101
2021,141900.0,8.1,2.56,101
2001,400000.0,18.9,5.0,101
2011,210000.0,16.18,4.75,101
1995,16700.0,6.4,2.44,101
1996,17000.0,6.42,2.45,101
2017,865650.0,18.41,4.72,101
2020,64577.0,7.26,2.48,101
2007,230000.0,12.74,4.22,101
1976,42500.0,7.52,3.03,101
2004,50000.0,8.38,2.9,101
2007,65000.0,10.2,3.24,101
1954,84000.0,6.8,2.2,101
2020,14870.0,3.55,1.22,101
2019,64900.0,8.23,2.79,101
2017,29900.0,7.3,2.55,101
1998,47850.0,10.41,3.73,101
2018,41395.0,6.45,2.45,101
1991,29000.0,9.23,3.18,101
2019,14500.0,5.28,2.28,101
1906,42500.0,17.3,4.65,101
2020,27699.0,7.23,2.55,101
2020,17158000.0,9.46,3.24,101
2019,45900.0,6.8,2.5,100
1992,55000.0,9.6,2.9,100
2009,27378200.0,18.6,7.7,100
2002,24900.0,7.39,2.66,100
2006,126000.0,12.62,3.99,100
2016,279000.0,13.5,4.04,100
2017,1909650.0,23.01,5.52,100
2007,164500.0,15.11,4.45,100
2020,308000.0,11.13,3.23,100
1985,15900.0,8.2,2.8,100
1994,123000.0,13.6,4.22,100
2015,27999.0,6.16,2.35,100
2019,183300.0,9.88,2.95,100
2020,194300.0,8.31,2.59,100
1989,22000.0,7.0,2.48,100
1996,109500.0,14.95,3.8,100
1995,45000.0,9.3,2.7,100
1999,110000.0,11.78,3.25,100
2017,1402995.0,18.52,4.85,100
2012,71500.0,8.5,2.98,100
2013,77900.0,9.0,3.0,100
2011,1850000.0,25.6,6.13,100
2001,109000.0,12.48,4.02,100
2015,2603540.0,6.55,2.54,100
2017,75000.0,8.88,2.99,100
2016,649000.0,13.0,3.0,100
2006,990000.0,25.0,6.43,100
2001,213150.0,17.05,4.65,100
1997,115000.0,14.3,4.2,100
2020,79900.0,5.7,2.4,100
1985,29995.0,10.5,3.25,100
2017,100704.0,7.9,2.6,100
1982,55000.0,11.37,3.75,100
2003,75000.0,11.25,3.54,100
2006,499000.0,18.9,5.0,100
2011,1070000.0,22.3,5.7,100
2015,429000.0,13.96,4.3,100
2005,229900.0,12.9,4.29,100
1992,29900.0,7.85,2.47,100
1995,99500.0,12.8,3.85,100
2002,399000.0,18.96,4.6,100
2020,13420540.0,9.0,2.0,100
1998,130000.0,13.41,4.24,100
2016,560000.0,14.92,4.47,100
1955,35000.0,9.15,2.71,100
2016,18950.0,5.53,2.2,100
1972,265000.0,22.3,5.24,100
1998,25000.0,7.5,2.5,100
2018,44000.0,6.48,2.5,100
2019,52850.0,5.99,2.49,99
2020,109880.0,7.4,2.5,99
2014,159000.0,8.0,3.15,99
2000,49500.0,8.0,2.0,99
2019,50460.0,5.94,2.54,99
2012,107000.0,10.4,3.0,99
2007,995000.0,21.13,5.8,99
2003,159000.0,13.9,4.3,99
1994,73500.0,12.0,3.8,99
2019,68310.0,6.55,2.54,99
2020,151310.0,7.89,2.59,99
2015,2990000.0,31.08,7.1,99
2020,5280.0,4.0,1.65,99
2014,269000.0,13.22,4.41,99
2020,1454700.0,5.0,2.0,99
2015,159000.0,7.93,2.4,99
2009,1699000.0,23.95,6.05,99
2013,3175500.0,28.14,6.4,99
2020,63300.0,7.98,2.95,99
2011,70000.0,9.19,2.79,99
2001,98000.0,11.2,3.75,99
2009,70000.0,9.2,3.5,99
1996,73000.0,10.0,3.0,99
1998,1050000.0,29.6,6.8,99
2011,72000.0,7.95,2.99,99
2011,135000.0,14.95,3.9,99
2020,42787.2,5.75,2.4,99
2008,59000.0,9.12,3.0,99
2014,239000.0,10.78,3.31,99
1988,95000.0,13.5,4.25,99
2016,59000.0,7.8,2.76,99
1971,139000.0,14.98,3.98,99
2019,375000.0,11.9,3.5,99
2004,205000.0,14.99,4.3,99
2017,675000.0,15.2,4.5,99
2000,188000.0,14.9,4.5,99
2013,550000.0,19.5,5.12,99
1997,135000.0,13.5,4.35,99
2010,290000.0,16.0,4.46,99
2020,41500.0,6.02,2.34,99
2005,24000.0,7.2,2.53,99
2020,16220.0,5.48,2.36,99
2017,695000.0,14.35,4.37,99
2005,400000.0,17.51,4.75,99
2011,349000.0,15.3,4.0,99
2011,140000.0,11.63,3.7,99
2004,90000.0,10.34,3.2,99
2020,39999.0,6.55,2.54,99
2003,59000.0,9.5,3.0,99
2008,450000.0,17.6,4.62,99
2005,88000.0,10.79,3.86,99
2005,42000.0,8.57,2.85,99
2020,39900.0,6.19,2.46,99
2020,82878.0,6.98,2.45,99
2016,39900.0,6.8,2.55,99
2020,64900.0,6.71,2.54,99
2008,790000.0,21.0,5.0,99
1999,11078100.0,12.03,3.77,99
1996,79000.0,12.12,3.99,99
2020,759432.0,13.82,4.06,99
2017,235000.0,9.3,2.98,99
2005,16900.0,7.15,2.59,98
2000,99000.0,11.58,3.96,98
2020,3864280.0,6.0,2.0,98
1903,640000.0,69.71,8.41,98
2001,74900.0,10.6,3.5,98
1991,65000.0,11.58,4.28,98
2017,62000.0,7.9,2.81,98
2007,129000.0,12.04,4.0,98
1993,369000.0,19.02,5.28,98
2009,995000.0,21.7,5.75,98
2008,995000.0,20.16,5.7,98
1919,49500.0,18.42,3.96,98
2019,49600.0,7.96,2.98,98
2003,235000.0,19.6,4.4,98
1996,140000.0,12.0,4.0,98
2017,1095500.0,17.2,4.85,98
1991,3500.0,4.0,1.62,98
2008,445000.0,17.0,4.0,98
2005,74000.0,11.4,3.68,98
2019,104356.5,9.12,3.02,98
1990,70000.0,12.93,4.18,98
2008,195000.0,15.1,4.49,98
1996,19500.0,7.5,2.94,98
2003,355000.0,17.68,4.59,98
1991,69000.0,17.0,4.57,98
2000,890000.0,23.96,6.16,98
2011,890000.0,21.04,5.07,98
2020,2715440.0,6.0,2.0,98
2021,104544.0,7.4,2.5,98
1962,49467260.0,22.4,5.95,98
2011,199000.0,11.8,3.99,98
2019,67000.0,6.0,2.0,98
1998,53000.0,10.8,3.8,98
2000,209000.0,13.2,4.55,98
2011,160000.0,9.93,3.45,98
2009,699000.0,16.32,4.6,98
2000,59900.0,10.1,3.47,98
2010,799000.0,19.0,5.0,98
2018,51900.0,6.2,2.45,98
2010,109500.0,10.4,3.72,98
1979,3900.0,5.6,2.1,98
2010,96000.0,8.93,2.99,98
2011,990000.0,19.72,5.05,98
2000,64000.0,9.8,3.0,98
2019,671325.4,4.0,1.0,98
1982,69500.0,12.0,3.85,98
2017,35900.0,6.09,2.43,98
1987,22000.0,10.03,3.24,98
2016,199000.0,11.62,3.62,98
1973,139000.0,13.2,4.13,98
2021,104771.0,7.4,2.5,98
2009,1350000.0,19.08,5.49,97
1996,21000.0,6.35,2.54,97
2006,19900.0,6.23,2.3,97
2017,6500000.0,26.07,7.07,97
1992,61000.0,10.4,3.2,97
2017,269000.0,10.7,3.4,97
2010,275000.0,13.37,4.22,97
2003,125000.0,12.3,4.05,97
1976,360000.0,22.0,5.98,97
2020,47100.0,6.99,2.56,97
2011,125000.0,10.3,3.4,97
2020,278166.0,9.63,3.32,97
2020,39500.0,6.53,2.18,97
2020,53900.0,6.05,2.22,97
1990,38000.0,9.7,3.6,97
2020,3674550.0,7.62,5.49,97
2005,285000.0,15.35,4.15,97
2009,219500.0,13.9,4.2,97
1998,39000.0,9.18,3.1,97
2018,52156.5,6.71,2.54,97
1997,109000.0,13.2,3.98,97
2020,80900.0,9.8,2.98,97
1994,299000.0,14.35,4.55,97
2004,76000.0,11.77,3.99,97
2000,174900.0,13.85,4.1,97
2011,265000.0,13.6,3.9,97
1989,69500.0,11.0,3.8,97
1907,49500.0,16.13,4.1,97
2014,138000.0,9.12,3.15,97
2020,192570.0,10.21,3.49,97
2016,521130.0,16.46,4.3,97
2006,99000.0,9.3,3.3,97
2014,320000.0,14.82,4.47,97
2009,1275000.0,23.8,5.7,97
2016,79000.0,8.9,2.99,97
2020,34900.0,5.5,2.29,97
2020,25590.0,6.2,2.44,97
2006,690000.0,21.0,5.5,97
1992,79000.0,11.9,3.75,97
2017,543750.0,16.15,4.3,97
2001,99990.0,10.48,2.5,97
2016,1390000.0,18.39,4.65,97
2015,825000.0,18.5,4.7,97
2008,1100000.0,25.07,5.9,97
2020,46900.0,5.94,2.54,97
1999,59000.0,10.4,3.7,97
2020,26700.0,6.5,2.4,97
2011,149900.0,10.1,3.15,97
2020,12750.0,5.7,2.25,97
2009,19900.0,7.3,2.48,97
1994,65000.0,11.3,3.66,97
1992,105000.0,13.94,3.93,97
2018,1095000.0,16.48,4.5,97
1972,600000.0,30.0,5.92,97
1978,74500.0,13.5,4.2,97
2006,310000.0,17.4,4.8,96
1984,140000.0,12.3,3.8,96
2006,125000.0,11.8,3.84,96
2012,2785000.0,27.07,6.72,96
1990,27000.0,9.31,2.86,96
2019,868000.0,16.1,4.49,96
2013,2200000.0,21.4,9.3,96
2010,290000.0,12.05,4.3,96
2017,162000.0,10.57,3.21,96
2003,18270.0,7.05,2.52,96
2008,90000.0,11.95,3.99,96
1998,9500.0,3.99,1.74,96
2014,499000.0,15.0,4.32,96
2017,8900000.0,39.3,7.54,96
1991,125000.0,11.25,3.95,96
2016,155000.0,9.43,3.15,96
2012,119000.0,9.5,3.04,96
2020,19990.0,5.03,2.12,96
2011,85000.0,9.2,2.99,96
2011,115000.0,10.0,3.35,96
1960,17500.0,6.85,2.3,96
2020,3023000.0,23.42,6.12,96
1985,272290.0,4.0,1.0,96
2019,8790.0,4.4,1.65,96
2014,2100000.0,24.92,6.0,96
2008,650000.0,16.49,4.55,96
2018,285000.0,11.99,3.66,96
2002,159000.0,15.0,4.33,96
2011,75000.0,8.7,3.02,96
2001,8500.0,5.0,1.98,96
2020,52790.0,6.02,2.34,96
1970,69500.0,12.5,3.7,96
2010,850000.0,21.95,5.25,96
2017,1387650.0,20.73,5.27,96
1987,39500.0,8.64,3.26,96
2019,255000.0,9.75,3.33,96
2010,32000.0,7.52,2.59,96
1913,89500.0,18.55,3.67,96
2007,45000.0,7.44,2.94,96
2019,57000.0,7.8,2.55,96
2020,1203950.0,17.0,4.95,96
2010,990000.0,22.58,5.49,96
2020,60746.88,6.5,2.5,96
1910,169000.0,29.5,6.6,96
1989,69500.0,10.3,3.7,96
2010,189000.0,13.36,4.16,96
2019,229500.0,9.8,3.0,96
2018,224890.0,8.67,2.25,96
1992,70000.0,12.8,4.1,96
2015,229000.0,11.51,3.62,96
2017,315000.0,11.7,3.95,96
2017,70000.0,7.7,3.1,96
2020,31399.0,5.33,2.17,96
1998,58000.0,8.5,2.98,96
2001,282000.0,14.63,4.06,96
2011,226200.0,13.96,4.51,96
2002,580000.0,20.97,5.08,96
2019,36900.0,5.71,2.05,96
2019,18500.0,5.6,2.2,95
1980,22500.0,10.0,3.3,95
2010,535000.0,16.36,4.7,95
2014,40000.0,6.95,2.55,95
1985,30000.0,9.5,3.52,95
2010,219500.0,14.5,4.7,95
1989,65000.0,10.87,4.05,95
2007,1260740.0,5.0,2.0,95
2017,15000.0,5.0,2.2,95
1997,69500.0,10.7,3.6,95
2016,575000.0,14.0,4.3,95
1996,65000.0,11.99,3.9,95
2013,5400000.0,31.7,7.05,95
1919,39500.0,22.27,4.85,95
2006,399000.0,14.65,4.47,95
2006,595000.0,19.98,5.07,95
2014,449000.0,12.52,4.25,95
1989,29500.0,9.2,3.33,95
2016,79900.0,7.92,2.44,95
2019,999000.0,16.0,4.65,95
2016,150000.0,15.0,5.0,95
2013,1150000.0,19.4,5.6,95
2019,84000.0,8.03,2.78,95
2012,275000.0,13.25,4.16,95
1998,37500.0,9.81,3.41,95
1997,37500.0,11.6,3.6,95
2009,620000.0,19.62,5.22,95
2020,63900.0,6.23,2.4,95
2001,27500.0,10.5,3.4,95
2008,399000.0,14.99,3.75,95
2006,99900.0,10.6,3.54,95
2016,269500.0,12.0,4.2,95
2020,108000.0,7.1,2.49,95
2008,315000.0,15.45,4.39,95
2006,850000.0,23.5,6.0,95
2008,208756.5,12.8,4.18,95
2018,59900.0,7.3,2.78,95
2011,265000.0,11.58,3.86,95
2020,291500.0,11.29,3.96,95
1999,11000.0,5.2,2.15,95
1992,77500.0,11.58,3.68,95
2012,2350000.0,21.3,7.5,95
2011,149000.0,11.33,3.45,95
2007,289000.0,13.11,4.22,95
2020,84900.0,7.93,2.8,95
1994,70000.0,12.08,3.6,95
2008,280000.0,13.37,4.22,95
2018,54070.0,5.94,2.54,95
2007,170000.0,12.95,4.28,95
2000,165000.0,14.5,4.3,95
2010,239000.0,12.4,4.0,95
2011,395000.0,14.94,4.29,95
2020,3447580.0,21.86,5.6,95
2020,1027988.0,4.0,2.0,95
2010,70000.0,9.75,3.2,95
2020,239190.0,10.56,3.32,95
2020,130000.0,9.12,2.98,95
2009,1520000.0,23.95,6.05,95
2013,30000.0,5.9,2.2,95
2014,259000.0,11.4,3.77,95
2009,1750000.0,23.95,6.2,95
2015,28000.0,6.34,2.45,95
2002,95000.0,12.39,3.7,95
2009,23900.0,6.35,2.55,95
2019,45900.0,6.86,2.48,95
2014,659000.0,16.0,4.46,94
1994,105000.0,16.72,4.4,94
2018,65669.0,6.2,2.24,94
2017,782913.0,16.95,4.3,94
2017,63000.0,6.8,2.35,94
1994,21850.0,7.2,2.5,94
2021,143900.0,8.1,2.56,94
2010,1250000.0,19.81,5.03,94
1975,40000.0,10.0,2.7,94
1984,29900.0,9.1,3.3,94
1988,39106.5,9.65,3.15,94
2012,139500.0,11.0,3.0,94
2005,289000.0,14.0,4.35,94
2010,148700.0,11.4,3.85,94
2020,297357.0,12.75,4.26,94
1998,90000.0,10.6,3.6,94
2019,301762.0,11.7,3.53,94
2006,139000.0,13.45,3.74,94
2005,165000.0,14.45,4.1,94
2011,260000.0,13.8,4.41,94
2008,315000.0,14.35,4.35,94
1999,330000.0,17.68,4.59,94
2016,95000.0,7.56,2.64,94
2016,35000.0,6.31,2.48,94
2002,49000.0,9.5,3.25,94
1999,55000.0,10.3,3.53,94
2006,420000.0,18.67,4.87,94
2010,440000.0,13.47,4.3,94
2020,41000.0,6.5,2.43,94
1999,25000.0,8.37,2.59,94
2020,66043.0,8.1,2.0,94
2012,310000.0,13.65,4.15,94
2001,25000.0,7.45,2.64,94
2007,410000.0,16.1,4.57,94
2020,26800.0,6.6,2.45,94
2010,179000.0,12.15,3.9,94
1998,102225.0,13.24,4.16,94
2007,115900.0,11.0,3.0,94
2005,950000.0,23.16,5.7,94
2014,1696500.0,24.97,5.97,94
1980,84900.0,11.58,3.73,94
2019,4395000.0,23.75,6.6,94
2007,119000.0,11.56,3.88,94
2008,2200000.0,27.43,6.34,94
2019,28900.0,6.55,1.79,94
2012,116000.0,9.43,3.3,94
2011,990000.0,20.4,4.95,94
2003,995000.0,23.99,6.4,94
2009,1349000.0,22.55,5.41,94
2020,5416000.0,30.55,7.4,94
2016,188000.0,10.39,3.53,93
2003,205000.0,14.8,3.95,93
1980,135000.0,13.6,3.94,93
2011,24000.0,6.45,2.55,93
1988,79000.0,15.2,4.15,93
1990,380000.0,20.0,5.6,93
1961,370000.0,23.75,6.18,93
1994,119000.0,12.8,4.16,93
2018,99000.0,6.93,2.54,93
2015,1875000.0,18.4,5.4,93
2005,545000.0,21.0,5.0,93
2013,175000.0,10.4,3.06,93
1995,24900.0,8.61,2.9,93
2008,180000.0,10.07,3.26,93
2019,89950.0,7.99,2.8,93
2020,38999.0,6.2,2.34,93
2007,275000.0,14.33,4.3,93
2000,159500.0,11.5,3.95,93
2018,189000.0,11.33,3.45,93
2008,41760.0,5.1,2.3,93
2013,699000.0,18.36,4.7,93
1994,205000.0,18.99,5.11,93
2012,28500.0,5.8,2.29,93
2007,499000.0,20.41,5.28,93
1999,26000.0,7.62,2.59,93
2018,19990.0,5.07,2.12,93
1974,89900.0,11.55,3.5,93
1992,45000.0,12.49,4.01,93
2007,77000.0,9.95,3.36,93
1986,65000.0,11.4,3.75,93
2005,995000.0,20.0,5.0,93
2011,379000.0,13.78,4.31,93
1980,65000.0,11.68,3.88,93
1970,21750.0,9.2,2.95,93
2020,72200.0,7.12,2.79,93
2012,34900.0,6.82,2.51,93
2000,139000.0,13.0,4.12,93
2011,28000.0,6.99,2.5,93
2012,95000.0,8.5,3.0,93
2001,75000.0,12.39,3.7,93
2011,195000.0,12.0,4.33,93
2019,69900.0,7.45,2.45,93
2005,420000.0,19.85,5.06,93
2020,37500.0,7.12,2.44,93
2019,1150000.0,18.7,4.84,93
2001,149000.0,11.5,3.95,93
1957,1250000.0,26.5,5.8,93
2010,142500.0,12.5,3.9,93
2015,16900.0,5.3,2.3,93
2018,15900.0,4.7,1.95,93
2016,35200.0,5.75,2.54,93
2006,120000.0,11.3,3.5,93
2020,60999.0,7.88,2.55,93
1986,149000.0,14.95,4.4,93
1982,46500.0,12.0,3.8,92
2014,1150000.0,19.75,5.15,92
2007,750000.0,22.8,5.8,92
2009,95000.0,10.05,3.27,92
2005,749000.0,14.95,4.88,92
2004,460000.0,20.74,5.2,92
2000,65000.0,9.1,3.0,92
2006,386740.0,14.28,4.47,92
2001,119999.0,11.97,3.6,92
2004,9900.0,5.15,2.12,92
2013,187050.0,16.61,4.7,92
1999,48500.0,7.9,2.65,92
2006,130000.0,12.0,3.25,92
1997,145000.0,13.8,4.5,92
2000,750000.0,22.37,5.4,92
2005,339990.0,18.2,4.6,92
2004,1495000.0,28.95,6.3,92
1995,89500.0,14.0,4.0,92
2002,349000.0,15.5,4.7,92
2017,35000.0,6.35,2.5,92
1978,18950.0,9.2,3.2,92
2016,990000.0,18.35,4.93,92
2009,95000.0,10.3,3.3,92
2002,89000.0,11.0,3.8,92
2016,880000.0,15.0,5.0,92
2020,24500.0,5.5,2.29,92
2001,35000.0,8.4,3.05,92
1955,159000.0,38.0,5.07,92
2010,49000.0,8.4,2.5,92
1992,100000.0,14.15,3.3,92
2010,849000.0,14.98,4.88,92
1999,32000.0,7.44,3.0,92
2020,152850.0,14.6,4.35,92
1996,65000.0,11.99,3.99,92
2010,239000.0,12.6,4.0,92
2013,28500.0,5.38,1.75,92
2010,1100000.0,19.63,6.13,92
2019,299900.0,10.99,3.49,92
1990,320000.0,25.18,6.5,92
1985,25000.0,9.1,2.95,92
2007,463000.0,18.0,4.0,92
2020,30500.0,5.5,2.29,92
2002,185000.0,13.5,4.12,92
1999,12250.0,6.5,2.5,91
2002,45000.0,9.18,3.1,91
2020,28704.0,4.6,2.0,91
2020,35000.0,6.87,2.77,91
1968,2983992.54,9.2,2.3,91
2001,59000.0,10.9,3.47,91
2019,175000.0,9.0,2.62,91
2010,113056.5,10.85,3.66,91
2020,38000.0,6.0,2.34,91
2019,26102.4,5.9,2.5,91
2020,49490.0,8.23,2.79,91
1988,59000.0,11.0,3.0,91
2019,45900.0,6.8,2.5,91
2020,349000.0,11.66,4.11,91
1972,45000.0,13.74,3.63,91
2018,752550.0,16.76,4.61,91
1999,27490.0,8.53,2.55,91
2008,160000.0,12.4,4.06,91
1971,44990.0,13.0,3.5,91
2009,65000.0,9.1,3.32,91
1995,95000.0,11.5,3.6,91
2009,590000.0,19.61,5.0,91
2016,1590000.0,19.82,5.21,91
2008,1800000.0,23.98,5.2,91
2019,100000.0,15.0,4.5,91
2009,590000.0,19.3,5.3,91
2007,15000.0,6.4,2.0,91
2009,81000.0,7.48,2.78,91
2000,159990.0,13.4,4.0,91
2007,119000.0,11.8,3.84,91
2006,135000.0,11.34,3.76,91
2020,141756.0,7.85,2.49,91
2004,89000.0,10.1,3.5,91
2019,98880.0,9.0,2.94,91
1990,89000.0,13.0,3.0,91
2020,119600.0,8.81,2.96,91
2008,75000.0,9.96,3.45,91
2020,91200.0,9.96,3.46,91
2020,38042.0,6.9,2.5,91
1987,90000.0,12.48,3.95,91
1999,42000.0,8.81,3.02,91
2017,16900.0,4.7,1.9,91
1995,15000.0,7.0,2.5,91
2019,9553.0,4.8,2.0,91
1996,75000.0,11.44,3.96,91
2009,750000.0,21.17,5.07,91
2007,77000.0,11.0,3.2,91
2017,18900.0,5.6,2.25,91
2013,109000.0,9.99,3.25,91
1998,179000.0,13.5,4.35,91
1990,34756.5,10.59,3.2,91
2008,380000.0,16.5,4.55,91
2003,178000.0,11.6,3.85,91
2002,210000.0,14.28,4.7,91
2009,850000.0,26.05,6.12,91
2019,60813.0,7.8,2.74,91
2008,219000.0,14.6,4.65,90
2019,38600.0,6.43,2.36,90
2009,370000.0,16.73,4.54,90
2018,1175000.0,19.98,5.54,90
2007,249000.0,15.42,4.45,90
2016,36900.0,6.9,2.55,90
2017,450000.0,11.0,3.7,90
2011,470000.0,15.2,4.5,90
2009,399000.0,18.96,4.6,90
2017,439000.0,14.98,4.16,90
2008,275000.0,14.6,4.36,90
2006,259000.0,14.78,4.08,90
2003,89500.0,10.6,3.55,90
2005,14500.0,5.44,2.28,90
2006,115000.0,10.85,3.68,90
2014,65000.0,7.95,2.93,90
1984,24000.0,7.68,2.78,90
2015,210000.0,11.66,3.56,90
2005,45000.0,8.79,3.08,90
2020,5533200.0,28.96,6.58,90
2011,249000.0,14.22,4.27,90
2003,41000.0,8.56,2.62,90
1985,59900.0,11.5,3.7,90
1987,29900.0,8.23,3.05,90
2015,199000.0,11.62,3.62,90
2017,56900.0,7.46,2.55,90
1999,66400.0,10.8,3.44,90
2002,109000.0,10.9,3.93,90
2019,40800.0,6.5,2.4,90
2016,330000.0,12.02,3.96,90
2017,49999.0,8.0,2.5,90
2013,57504.0,6.99,2.44,90
2001,187500.0,12.55,4.25,90
2010,69800.0,7.99,2.64,90
2020,2006740.0,5.0,2.0,90
2004,49000.0,9.18,3.1,90
2019,800000.0,14.8,3.8,90
1990,49000.0,14.0,4.41,90
2008,960000.0,20.04,5.0,90
2020,78540.0,8.9,2.99,90
1986,49500.0,10.6,3.4,90
1923,49500.0,21.69,4.52,90
2015,695956.5,16.7,4.59,90
2017,139000.0,10.0,3.21,90
2020,54640.0,6.55,2.54,90
2000,139000.0,12.65,4.0,90
2007,290000.0,17.0,4.65,90
2020,3930.0,4.31,1.64,90
1996,75000.0,12.4,3.73,90
2018,105000.0,8.9,2.93,90
2002,79990.0,11.7,3.8,90
2019,66925.44,6.9,2.5,90
2012,112000.0,11.0,3.5,90
2008,69000.0,9.33,2.59,90
1990,45000.0,13.21,4.2,90
2020,102010.0,9.12,2.98,89
2017,995000.0,18.52,4.85,89
2020,147500.0,8.4,3.0,89
1999,39000.0,8.85,3.18,89
2007,147000.0,13.1,4.2,89
2005,165000.0,11.83,3.83,89
2004,225000.0,12.08,4.48,89
2020,59990.0,7.48,2.5,89
2006,2200000.0,27.07,6.74,89
2007,135000.0,12.41,4.06,89
2013,169000.0,10.5,3.0,89
2006,82606.5,12.19,3.96,89
2008,550000.0,19.81,5.03,89
1999,78256.5,11.34,3.11,89
1990,85000.0,14.0,4.04,89
2009,97900.0,10.0,3.0,89
1996,165000.0,15.8,4.47,89
1988,28000.0,6.04,2.26,89
2008,331200.0,10.2,3.0,89
1990,119000.0,13.54,4.02,89
2012,290000.0,13.72,7.62,89
2006,240000.0,14.18,4.3,89
2020,160575.0,9.23,3.0,89
1980,39500.0,11.9,3.6,89
2020,53900.0,8.23,2.76,89
2017,210000.0,11.93,3.95,89
2019,30900.0,5.47,2.29,89
1992,70000.0,13.5,4.52,89
1999,299000.0,14.85,4.7,89
2008,122000.0,11.85,3.6,89
2006,70000.0,9.21,3.56,89
2008,210000.0,11.98,4.16,89
2006,49900.0,8.57,2.83,89
2007,950000.0,24.0,5.98,89
2020,31400.0,6.15,2.29,89
2013,440000.0,14.97,4.8,89
2020,58800.0,8.1,3.1,89
2008,175000.0,13.6,4.17,89
2014,55500.0,8.0,3.0,89
2016,79900.0,8.1,2.7,89
2006,74500.0,9.01,2.99,89
1990,132000.0,11.62,3.77,89
1964,625000.0,78.63,7.75,89
2004,91350.0,12.19,3.23,89
2014,235000.0,12.15,3.9,89
1993,49300.0,10.0,3.36,89
2020,49890.0,6.35,2.29,89
2006,695000.0,17.0,4.75,89
2010,690000.0,17.86,5.25,89
2019,22900.0,5.6,2.35,89
2002,19900.0,6.97,2.44,89
1996,140000.0,14.85,4.3,89
2020,124900.0,7.9,2.5,89
2014,645000.0,15.79,4.3,89
1994,105000.0,11.5,3.75,89
